id,approval_amount,recommendation,redeem_ts,contacted,email_contacted_ts,sms_contacted_ts,birth_dt,state,city,zip_code,rent_or_own,months_at_current_residence,years_at_current_residence,direct_deposit,black_listed,language_preference,military_applicant,payment_frequency,scheduled_payment_amt,past_due_amt,account_payment_method,collections_category,days_past_due,number_of_payments,amount_financed,data_correction,merchant_id,source,initial_decision,last_payment_amount
472119612,983.00,APPROVE,,false,2019-01-24 10:41:13.456354,2019-04-15 10:45:42.246085,1983-08-12,NV,Las Vegas,89169,OWN,0,1,true,false,EN,false,WEEKLY,75.18,0.00,MANUAL,QUEUE_RECOVERY,0,52,,false,322279021,MERCHANT,APPROVED,
554683817,431.00,APPROVE,,false,2019-01-31 11:19:13.940209,,1990-05-06,AZ,Mesa,85212,OWN,0,2,true,false,EN,false,BI_WEEKLY,65.48,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,308548731,SHORT_CODE,APPROVED,213.00
335974542,931.00,APPROVE,,false,,,1965-06-22,PA,Phila,19120,RENT,0,6,true,false,EN,false,MONTHLY,277.51,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,170277286,INTERNET,APPROVED,
403304568,766.00,APPROVE,,false,,,1985-12-20,SD,Sioux Falls,57103,RENT,0,2,true,false,EN,false,BI_WEEKLY,116.25,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,342744455,MERCHANT,APPROVED,
387206447,655.00,APPROVE,,false,,,1983-09-11,TX,Greenville,75402,RENT,6,1,true,false,EN,false,SEMI_MONTHLY,99.13,0.00,MANUAL,QUEUE_RECOVERY,0,24,0.00000,false,309895541,MERCHANT,APPROVED,
391721754,322.00,APPROVE,,false,2019-01-29 13:24:20.371841,,1986-11-20,FL,Fort Lauderdale,33312,RENT,0,6,true,false,EN,false,BI_WEEKLY,41.47,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,377178402,MERCHANT,APPROVED,
702509341,296.00,APPROVE,,false,2019-07-17 11:49:03.123542,2019-07-17 11:49:04.699357,1999-12-25,CA,Fontana,92335,RENT,6,4,true,false,EN,false,SEMI_MONTHLY,39.22,431.42,MANUAL,QUEUE_150_DAY,167,24,,false,926425,MERCHANT,APPROVED,309.91
529400587,581.00,APPROVE,,false,2019-01-25 13:37:22.167719,2019-04-17 10:37:45.855550,1986-08-24,NV,Las Vegas,89117,RENT,0,4,true,false,EN,false,BI_WEEKLY,91.00,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,10489465,MERCHANT,APPROVED,83.15
18054495,577.00,APPROVE,,false,2019-01-30 14:07:59.963055,,1962-04-12,OK,Spencer,73084,RENT,6,1,false,false,EN,false,SEMI_MONTHLY,79.28,0.00,MANUAL,QUEUE_RECOVERY,0,24,0.00000,false,7841284,MERCHANT,APPROVED,
506043240,882.00,APPROVE,,false,2019-01-28 11:33:39.696203,,1984-01-06,CA,Escondido,92025,RENT,0,6,true,false,EN,false,WEEKLY,33.79,0.00,MANUAL,QUEUE_RECOVERY,0,52,,false,41631035,MERCHANT,APPROVED,101.46
502943726,354.00,APPROVE,,false,2019-01-30 14:18:54.579797,,1977-10-15,KY,Campbellsville,42718,RENT,6,0,true,false,EN,false,MONTHLY,114.43,0.00,MANUAL,QUEUE_RECOVERY,0,12,,false,171124706,MERCHANT,DENIED,125.80
563623163,733.00,APPROVE,,false,,,1960-10-06,TX,Mesquite,75149,OWN,0,6,true,false,EN,false,BI_WEEKLY,73.10,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,357153527,MERCHANT,APPROVED,118.25
416018849,101.00,APPROVE,,false,2019-01-30 09:16:19.317989,2019-04-23 14:07:27.493720,1963-05-30,CA,Glendale,91204,RENT,0,6,true,false,EN,false,MONTHLY,30.44,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,259653059,MERCHANT,APPROVED,
316185367,482.00,APPROVE,,false,,2019-04-23 13:44:08.129741,1976-06-05,TX,Beaumont,77707,RENT,8,5,true,false,EN,false,WEEKLY,36.53,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,10533108,MERCHANT,APPROVED,
563674152,792.00,APPROVE,,false,2019-01-29 13:47:08.230398,,1990-08-22,FL,Caryville,32427,OWN,0,3,true,false,EN,false,BI_WEEKLY,106.71,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,490232180,SMS,APPROVED,99.55
359880297,1158.00,APPROVE,,false,2019-01-30 12:47:28.448820,,1980-11-13,FL,Miami,33132,RENT,0,5,true,false,EN,false,MONTHLY,384.01,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,123564651,MERCHANT,APPROVED,
697046002,180.00,APPROVE,,false,2019-07-17 12:26:15.808116,2019-07-17 12:26:14.897561,1972-04-26,TX,De Berry,75639,OWN,0,6,true,false,EN,false,BI_WEEKLY,34.81,487.34,MANUAL,QUEUE_180_DAY,196,26,,false,490232130,SHORT_CODE,APPROVED,100.80
146786189,1494.00,APPROVE,,false,2019-01-29 13:13:50.984630,,1971-09-07,CA,San Diego,92173,RENT,3,8,true,false,EN,false,SEMI_MONTHLY,231.53,0.00,MANUAL,QUEUE_RECOVERY,0,24,0.00000,false,169712,MERCHANT,DENIED,
372264981,704.00,APPROVE,,false,2019-01-28 09:34:35.835825,,1992-07-01,CA,Lemoore,93245,RENT,0,1,true,false,EN,false,SEMI_MONTHLY,98.55,0.00,MANUAL,QUEUE_RECOVERY,0,24,0.00000,false,103086,MERCHANT,APPROVED,
356648115,890.00,APPROVE,,false,,,1994-01-21,AZ,Phoenix,85009,RENT,0,1,true,false,EN,false,BI_WEEKLY,136.10,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,191308951,MERCHANT,APPROVED,
631142766,830.00,APPROVE,,false,2019-07-17 12:13:59.835727,2019-07-17 12:14:00.452024,1992-09-12,CA,Oakland,94601,RENT,11,6,true,false,EN,false,BI_WEEKLY,114.47,1717.05,MANUAL,QUEUE_180_DAY,210,26,,false,223945942,MERCHANT,APPROVED,118.15
364198895,1141.00,APPROVE,,false,,,1968-12-14,TX,Texas City,77591,OWN,2,3,true,false,EN,false,BI_WEEKLY,255.63,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,235698,MERCHANT,APPROVED,
393375135,301.00,APPROVE,,false,2019-01-24 10:42:24.300482,2019-04-15 10:35:36.487419,1996-08-01,TX,Odessa,79764,RENT,0,2,true,false,EN,false,BI_WEEKLY,52.92,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,42684817,MERCHANT,APPROVED,
552273186,574.00,APPROVE,,false,2019-01-24 11:35:03.357172,2019-04-16 10:18:32.027754,1988-03-27,FL,Miami,33187,RENT,0,2,true,false,ES,false,WEEKLY,36.30,0.00,MANUAL,QUEUE_RECOVERY,0,52,,false,339647486,MERCHANT,APPROVED,52.73
490754590,749.00,APPROVE,,false,2019-01-24 12:03:27.505956,,1991-11-26,TX,San Antonio,78216,RENT,10,3,true,false,EN,false,WEEKLY,51.50,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,152491771,SMS,APPROVED,
492296133,539.00,APPROVE,,false,2019-01-28 12:12:23.609436,2019-04-24 12:54:47.781789,1978-09-24,MI,Fowler,48835,OWN,0,6,true,false,EN,false,BI_WEEKLY,69.36,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,151980898,SNAP_FINANCE_COM,APPROVED,118.25
682290325,746.00,APPROVE,,false,,,1988-11-10,FL,Auburndale,33823,RENT,0,2,true,false,EN,false,WEEKLY,47.18,0.00,MANUAL,QUEUE_RECOVERY,0,52,,false,402454818,MERCHANT,APPROVED,42.61
652890510,1201.00,APPROVE,,false,2019-01-31 11:16:50.372839,,1984-06-03,CA,Palmdale,93550,RENT,0,1,true,false,EN,false,SEMI_MONTHLY,155.54,1690.94,MANUAL,QUEUE_150_DAY,165,24,,false,82565678,MERCHANT,APPROVED,231.00
92521743,625.00,APPROVE,,false,2019-01-29 09:48:43.396828,,1967-12-05,TX,Houston,77082,RENT,0,4,true,false,EN,false,BI_WEEKLY,79.08,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,10533125,MERCHANT,APPROVED,
344560736,765.00,APPROVE,,false,2019-01-30 10:12:03.809323,2019-04-23 14:59:26.157044,1986-12-25,TX,Houston,77017,RENT,2,3,true,false,EN,false,WEEKLY,50.38,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,235698,MERCHANT,APPROVED,
631839931,1256.00,APPROVE,,false,2019-07-17 13:29:30.038640,2019-07-17 13:29:29.977876,1987-06-25,TX,Humble,77396,OWN,0,4,true,false,EN,false,SEMI_MONTHLY,197.72,2757.10,MANUAL,QUEUE_180_DAY,207,26,,false,7775098,MERCHANT,APPROVED,225.00
370909707,319.00,APPROVE,,false,2019-01-31 11:10:03.403673,2019-04-23 15:49:22.472636,1992-08-27,TX,Cameron,76520,RENT,0,3,true,false,EN,false,MONTHLY,132.87,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,129703569,MERCHANT,APPROVED,
444464974,688.00,APPROVE,,true,2019-01-28 09:56:09.218000,2019-04-24 12:11:31.957869,1973-07-31,TN,Sweetwater,37874,OWN,0,5,true,false,EN,false,MONTHLY,249.73,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,311055207,MERCHANT,APPROVED,
74042080,325.00,APPROVE,,false,2019-01-30 11:07:57.607390,2019-04-23 10:29:25.736604,1987-10-02,GA,Jonesboro,30236,OWN,0,12,true,false,EN,false,MONTHLY,142.55,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,501576,MERCHANT,APPROVED,
317879487,244.00,APPROVE,,false,2019-01-28 10:01:16.884916,2019-04-23 13:49:57.135364,1978-08-16,OH,Parma,44129,OWN,0,6,true,false,EN,false,WEEKLY,13.86,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,276377723,MERCHANT,APPROVED,
569234844,170.00,APPROVE,,false,2019-07-17 13:57:40.646015,,1992-10-12,TX,La Vernia,78121,OWN,0,3,true,false,EN,false,WEEKLY,30.30,454.43,MANUAL,QUEUE_120_DAY,126,52,,false,97132005,MERCHANT,APPROVED,84.69
345888985,543.00,APPROVE,,false,2019-01-25 11:44:28.872516,2019-04-17 10:20:46.357046,1984-06-06,OH,Warrensville Heights,44128,RENT,6,2,true,false,EN,false,MONTHLY,174.17,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,311559255,MERCHANT,APPROVED,
435192989,1044.00,APPROVE,,false,2019-01-29 09:32:50.643393,2019-04-24 11:36:30.978609,1994-11-05,PA,Philadelphia,19138,RENT,0,6,true,false,EN,false,BI_WEEKLY,145.09,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,329403361,MERCHANT,APPROVED,
786004926,1550.00,APPROVE,,false,2019-08-13 12:15:05.559100,2019-08-13 12:15:06.375069,1990-07-22,MI,Warren,48093,OWN,2,2,true,false,EN,false,WEEKLY,119.19,0.00,MANUAL,,0,52,,false,187492617,MERCHANT,APPROVED,108.15
204644573,729.00,APPROVE,,false,2019-01-25 09:47:37.686383,2019-04-16 10:35:30.966946,1982-05-24,KY,Bardstown,40004,RENT,0,2,true,false,EN,false,WEEKLY,42.81,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,171124706,MERCHANT,APPROVED,
476538108,1335.00,APPROVE,,false,2019-01-30 10:05:58.313502,,1967-02-12,MD,Capitol Heights,20743,RENT,0,2,true,false,EN,false,MONTHLY,404.25,0.00,MANUAL,QUEUE_RECOVERY,0,12,,false,560571,MERCHANT,APPROVED,367.50
309660893,435.00,APPROVE,,false,2019-01-30 10:12:40.572245,2019-04-23 13:30:24.491016,1969-06-28,TX,Brownsville,78520,OWN,0,5,true,false,EN,false,WEEKLY,46.35,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,277521148,MERCHANT,APPROVED,
140022571,548.00,APPROVE,,false,2019-01-30 13:41:38.656020,2019-04-23 11:20:08.279265,1979-10-12,AL,Abbeville,36310,RENT,0,2,true,false,EN,false,MONTHLY,190.38,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,20352986,MERCHANT,APPROVED,
164528112,944.00,APPROVE,,false,2019-01-30 13:42:44.608696,,1985-02-14,UT,West Valley City,84120,OWN,0,2,true,false,EN,false,BI_WEEKLY,89.78,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,6668147,MERCHANT,APPROVED,
705476034,514.00,APPROVE,,false,2019-08-13 12:15:11.199063,2019-08-13 12:15:12.032973,1959-02-12,CA,Lathrop,95330,RENT,0,2,true,false,EN,false,MONTHLY,265.20,795.60,MANUAL,QUEUE_90_DAY,91,12,,false,382223233,MERCHANT,APPROVED,241.51
133256428,38.00,APPROVE,,false,2019-01-24 11:13:07.740401,,1990-10-19,FL,Kissimmee,34747,RENT,5,0,true,false,EN,false,WEEKLY,24.85,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,10533112,MERCHANT,APPROVED,
83668295,250.00,APPROVE,,false,2019-01-28 12:48:52.274712,,1948-02-20,FL,Riverview,33569,RENT,0,4,true,false,EN,false,MONTHLY,77.59,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,10533026,MERCHANT,APPROVED,
270887644,1250.00,APPROVE,,false,2019-01-24 10:42:57.463958,2019-04-15 10:14:23.055232,1968-08-23,PA,Phila,19152,RENT,1,6,true,false,EN,false,MONTHLY,397.22,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,50747402,MERCHANT,APPROVED,
421522015,1301.00,APPROVE,,false,2019-01-31 12:05:25.565203,2019-04-24 11:32:02.804436,1990-07-12,TX,Fort Worth,76115,RENT,0,2,false,false,EN,false,WEEKLY,84.14,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,10136835,MERCHANT,APPROVED,
388396770,588.00,APPROVE,,false,2019-01-29 09:42:51.769707,2019-04-24 10:38:36.040663,1966-09-27,NY,Bronx,10465,RENT,0,6,true,false,EN,false,BI_WEEKLY,86.45,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,376551108,MERCHANT,APPROVED,
358785062,745.00,APPROVE,,false,,,1962-05-09,CO,Denver,80239,RENT,0,4,true,false,EN,false,MONTHLY,246.40,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,14206566,MERCHANT,APPROVED,
163722670,362.00,APPROVE,,false,2019-01-30 11:19:09.085349,2019-04-23 11:38:53.515884,1985-12-23,CA,Clovis,93602,RENT,0,4,true,false,EN,false,BI_WEEKLY,86.92,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,13035923,MERCHANT,APPROVED,
150976707,1187.00,APPROVE,,false,2019-01-29 14:36:53.007786,2019-04-23 11:28:41.579457,1966-03-03,FL,North Miami,33161,OWN,11,6,false,false,EN,false,BI_WEEKLY,170.02,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,10533175,MERCHANT,APPROVED,
453345146,769.00,APPROVE,,false,,,1994-03-07,MD,Silver Spring,20904,RENT,0,2,true,false,EN,false,BI_WEEKLY,101.64,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,369767955,SNAP_FINANCE_COM,APPROVED,
368632890,708.00,APPROVE,,false,2019-01-30 12:34:47.492028,2019-04-23 15:58:20.794489,1960-09-15,MD,Glen Burnie,21061,RENT,0,1,true,false,EN,false,BI_WEEKLY,93.08,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,324665385,MERCHANT,APPROVED,
428084627,149.00,APPROVE,,false,2019-01-24 13:21:33.878000,,1958-03-01,MO,Rockaway Beach,65740,OWN,0,2,true,false,EN,false,MONTHLY,120.06,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,404197321,SNAP_FINANCE_COM,APPROVED,
287700421,311.00,APPROVE,,false,2019-01-30 10:22:15.617715,,1976-11-20,ND,Mandan,58554,RENT,0,1,true,false,EN,false,WEEKLY,33.20,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,183593626,MERCHANT,APPROVED,
781340087,791.00,APPROVE,,false,2019-08-14 11:38:23.881297,2019-08-14 11:38:25.197820,1993-05-21,TX,Houston,77045,RENT,0,1,true,false,EN,false,WEEKLY,55.95,727.35,MANUAL,QUEUE_90_DAY,91,52,,false,478192084,MERCHANT,APPROVED,104.22
243337675,225.00,APPROVE,,false,2019-01-29 14:19:10.780558,,1984-06-13,TX,Houston,77065,RENT,0,2,false,false,ES,false,WEEKLY,50.97,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,10533032,MERCHANT,APPROVED,
222678331,600.00,APPROVE,,false,2019-01-30 10:05:44.516191,,1992-03-12,IA,Des Moines,50315,RENT,0,1,true,false,EN,false,BI_WEEKLY,75.39,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,5759174,MERCHANT,APPROVED,
638034123,849.00,APPROVE,,false,2019-07-17 12:15:28.257490,2019-07-17 12:15:29.735801,1998-09-15,CA,Anaheim,92805,OWN,0,6,true,false,EN,false,WEEKLY,62.26,1743.28,MANUAL,QUEUE_180_DAY,196,52,,false,424716,MERCHANT,APPROVED,56.40
651759773,582.00,APPROVE,,false,2019-03-06 12:53:52.794117,2019-05-27 10:18:17.752509,1984-02-19,CA,San Francisco,94122,RENT,0,1,true,false,ES,false,MONTHLY,172.59,1188.13,ACH,QUEUE_180_DAY,209,24,,false,420318335,MERCHANT,APPROVED,153.47
480510692,169.00,APPROVE,,false,2019-01-31 11:41:32.769182,,1976-11-27,LA,Saint Martinville,70582,OWN,0,6,true,false,EN,false,BI_WEEKLY,18.54,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,306932114,MERCHANT,APPROVED,29.50
114278250,865.00,APPROVE,,false,2019-01-24 13:04:55.865379,2019-04-16 10:12:45.386320,1963-07-25,AZ,Phoenix,85032,RENT,8,0,true,false,EN,false,BI_WEEKLY,131.93,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,82774824,MERCHANT,APPROVED,
352960592,620.00,APPROVE,,false,2019-01-28 11:11:13.549904,2019-04-23 15:19:38.792856,1980-06-23,TX,Ft Worth,76134,RENT,0,1,true,false,EN,false,WEEKLY,43.93,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,120994193,MERCHANT,APPROVED,
343953288,681.00,APPROVE,,false,2019-01-28 11:35:46.337384,2019-04-23 14:56:33.930320,1988-02-26,TX,Rusk,75785,RENT,2,3,,false,EN,false,MONTHLY_WEEK,294.45,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,212382972,SNAP_FINANCE_COM,APPROVED,
384198655,440.00,APPROVE,,false,2019-01-28 09:44:27.685529,,1975-11-06,CA,San Bernardino,92407,RENT,1,0,true,false,ES,false,BI_WEEKLY,64.88,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,111642740,MERCHANT,APPROVED,
451822567,204.00,APPROVE,,false,2019-01-30 09:45:31.535042,,1974-08-29,FL,Windermere,34786,RENT,1,0,true,false,EN,false,BI_WEEKLY,63.74,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,10533115,MERCHANT,APPROVED,
339205434,482.00,APPROVE,,false,2019-01-24 12:11:11.938145,,1984-01-20,FL,North Miami Beach,33162,RENT,0,3,true,false,ES,false,BI_WEEKLY,95.51,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,745000,MERCHANT,APPROVED,
387798602,391.00,APPROVE,,false,2019-01-31 11:09:03.955942,2019-04-24 10:36:57.784324,1992-04-04,FL,Palmetto Bay,33157,RENT,6,1,true,false,EN,false,BI_WEEKLY,53.16,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,1074496,MERCHANT,APPROVED,
505454690,232.00,APPROVE,,false,,,1986-11-10,AZ,Tucson,85736,RENT,7,6,true,false,EN,false,SEMI_MONTHLY,33.72,0.00,MANUAL,QUEUE_RECOVERY,0,24,,false,18534632,MERCHANT,APPROVED,80.71
48119892,1066.00,APPROVE,,false,2019-01-28 12:23:32.975963,,1993-01-10,OK,Okc,73108,RENT,3,1,false,false,EN,false,MONTHLY,274.82,0.00,MANUAL,QUEUE_RECOVERY,0,24,0.00000,false,7841284,MERCHANT,APPROVED,
633731127,1132.00,APPROVE,,false,2019-07-17 13:14:33.076802,2019-07-17 13:14:33.634494,1982-07-10,GA,Norcross,30093,RENT,0,5,true,false,EN,false,MONTHLY_WEEK,422.63,2113.15,MANUAL,QUEUE_150_DAY,152,12,,false,340281770,SMS,APPROVED,422.57
405850773,518.00,APPROVE,,false,2019-01-28 10:42:18.675489,,1977-02-22,CA,Moreno Valley,92553,RENT,2,4,true,false,EN,false,MONTHLY_WEEK,167.52,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,1184021,MERCHANT,APPROVED,
322896587,435.00,APPROVE,,false,2019-01-25 13:40:17.262919,2019-04-17 10:16:46.614134,1986-09-27,FL,Lutz,33558,OWN,10,6,true,false,EN,false,BI_WEEKLY,69.81,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,316247021,MERCHANT,APPROVED,
187551513,239.00,APPROVE,,false,2019-01-29 09:45:59.529494,2019-04-23 11:47:12.479366,1976-03-21,IL,Carpentersville,60110,RENT,11,11,true,false,EN,false,WEEKLY,16.29,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,802145,MERCHANT,APPROVED,
425435736,94.00,APPROVE,,false,2019-01-28 12:11:10.032991,,1975-08-17,NM,Bloomfield,87413,OWN,4,2,true,false,EN,false,BI_WEEKLY,36.56,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,29499459,MERCHANT,APPROVED,
11026352,1375.00,APPROVE,,false,2019-01-24 13:41:54.006409,,1966-11-23,CA,Garden Grove,92843,RENT,11,3,true,false,EN,false,SEMI_MONTHLY,216.94,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,true,5216204,MERCHANT,DENIED,
518590149,1090.00,APPROVE,,false,2019-01-28 09:33:24.978529,2019-04-24 13:24:16.159152,1993-04-17,SC,Lugoff,29078,OWN,0,6,true,false,EN,false,BI_WEEKLY,164.61,0.00,MANUAL,QUEUE_RECOVERY,0,26,,false,338647412,INTERNET,APPROVED,151.95
672883241,815.00,APPROVE,,false,2019-02-19 10:25:10.844163,2019-05-13 10:15:46.879459,1970-11-01,TX,Mcallen,78504,OWN,0,6,true,false,EN,false,SEMI_MONTHLY,134.96,0.00,MANUAL,QUEUE_RECOVERY,0,24,,false,268602748,SNAP_FINANCE_COM,APPROVED,129.92
354709656,455.00,APPROVE,,false,2019-01-24 10:19:40.400457,,1985-02-14,TX,Austin,78752,RENT,0,1,true,false,EN,false,MONTHLY,149.94,0.00,MANUAL,QUEUE_RECOVERY,0,12,0.00000,false,99587,MERCHANT,APPROVED,
363511302,793.00,APPROVE,,false,2019-01-28 12:20:37.515154,2019-04-23 15:44:15.292836,1983-04-02,PA,Ardmore,19003,RENT,1,6,true,false,EN,false,BI_WEEKLY,98.67,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,313850454,MERCHANT,APPROVED,
443749694,470.00,APPROVE,,false,2019-01-30 11:39:16.390784,2019-04-24 12:10:52.380541,1996-11-04,AZ,Chinle,86503,RENT,0,6,false,false,EN,false,MONTHLY,199.51,0.00,MANUAL,QUEUE_RECOVERY,0,52,0.00000,false,16546466,MERCHANT,APPROVED,
339748519,402.00,APPROVE,,false,2019-01-29 13:38:40.181139,2019-04-23 14:46:46.174875,1996-07-14,TX,Killeen,76549,RENT,2,0,true,false,EN,false,SEMI_MONTHLY,69.46,0.00,MANUAL,QUEUE_RECOVERY,0,24,0.00000,false,15285843,MERCHANT,APPROVED,
284184567,246.00,APPROVE,,false,2019-01-25 13:45:16.377119,,1954-03-12,NM,Albuquerque,87109,RENT,8,4,true,false,EN,false,BI_WEEKLY,29.82,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,92115177,MERCHANT,APPROVED,
173854270,832.00,APPROVE,,false,2019-01-24 13:20:15.138651,2019-04-16 10:29:18.946208,1988-10-27,PA,Philadelphia,19104,RENT,0,4,true,false,EN,false,BI_WEEKLY,124.23,0.00,MANUAL,QUEUE_RECOVERY,0,26,0.00000,false,136455410,MERCHANT,APPROVED,
