id,approval_amount,recommendation,redeem_ts,contacted,email_contacted_ts,sms_contacted_ts,birth_dt,state,city,zip_code,rent_or_own,months_at_current_residence,years_at_current_residence,direct_deposit,black_listed,language_preference,military_applicant,payment_frequency,scheduled_payment_amt,past_due_amt,account_payment_method,collections_category,days_past_due,number_of_payments,amount_financed,data_correction,merchant_id,source,initial_decision,last_payment_amount
504138756,639.00,APPROVE,2019-01-25 09:30:26.844000,false,2019-01-24 10:09:23.199000,,1970-06-25,TX,Centralia,75834,OWN,0,6,true,false,EN,false,WEEKLY,82.92,0.00,MANUAL,,0,52,,false,149682760,MERCHANT,APPROVED,93.76
493925293,235.00,APPROVE,2019-01-25 09:31:16.254000,false,2019-01-24 13:22:31.208000,2019-01-24 13:19:36.582000,1985-01-18,WV,Clarksburg,26301,OWN,8,6,true,false,EN,false,WEEKLY,16.00,0.00,MANUAL,,0,52,,false,469734590,MERCHANT,APPROVED,15.60
520076982,581.00,APPROVE,2019-01-29 07:39:21.082000,false,2019-01-24 11:19:53.838000,,1988-12-23,CT,Stamford,06902,OWN,1,12,true,false,EN,false,BI_WEEKLY,80.89,0.00,MANUAL,,0,26,,false,401173510,MERCHANT,APPROVED,75.86
283810206,693.00,APPROVE,2019-01-24 10:49:22.936000,false,2019-01-24 10:39:01.358000,2019-01-24 10:36:25.683000,1989-01-26,AZ,Tucson,85710,RENT,0,2,true,false,EN,false,SEMI_MONTHLY,109.93,0.00,CARD,,0,24,0.00000,false,28957534,MERCHANT,APPROVED,
517958754,325.00,APPROVE,2019-01-29 08:46:09.985000,false,2019-01-24 13:44:50.402000,2019-01-24 13:42:14.964000,1992-03-11,MD,Baltimore,21205,RENT,0,6,true,false,EN,false,WEEKLY,24.50,0.00,MANUAL,,0,52,,false,320618804,MERCHANT,APPROVED,51.56
619262512,773.00,APPROVE,2019-01-29 09:48:29.864000,false,2019-01-24 12:10:50.606000,,1994-08-09,NY,Brooklyn,11236,OWN,0,6,false,false,EN,false,WEEKLY,48.37,0.00,CARD,,0,52,,false,94337863,SNAP_FINANCE_COM,APPROVED,64.80
424657494,113.00,APPROVE,2019-01-25 09:46:32.019000,false,2019-01-25 09:10:07.192000,2019-01-25 09:08:59.058000,1973-02-08,FL,Pensacola,32504,RENT,0,3,true,false,EN,false,BI_WEEKLY,24.74,0.00,MANUAL,,0,26,0.00000,false,152285837,MERCHANT,APPROVED,
405765216,90.00,APPROVE,2019-01-25 10:15:00.813000,false,2019-01-25 09:40:33.953000,2019-01-25 09:38:49.359000,1994-12-27,FL,Hialeah,33018,OWN,0,6,true,false,EN,false,SEMI_MONTHLY,119.84,0.00,MANUAL,,0,24,0.00000,false,334572021,MERCHANT,APPROVED,
366517415,139.00,APPROVE,2019-01-24 10:56:14.324000,false,2019-01-24 10:35:19.040000,2019-01-24 10:34:25.387000,1983-06-15,GA,Griffin,30223,RENT,4,5,true,false,EN,false,WEEKLY,43.32,0.00,MANUAL,,0,52,0.00000,false,89944038,MERCHANT,APPROVED,
417165414,132.00,APPROVE,2019-01-25 10:22:59.430000,false,,2019-01-24 13:46:55.944000,1945-02-16,UT,Salt Lake City,84104,OWN,0,28,true,false,EN,false,SEMI_MONTHLY,112.48,0.00,MANUAL,,0,26,0.00000,false,1211,MERCHANT,APPROVED,
409732733,94.00,APPROVE,2019-01-29 10:10:30.759000,false,2019-01-29 09:22:33.724000,,1978-09-27,TX,Corpus Christi,78414,RENT,0,3,true,false,EN,false,BI_WEEKLY,107.12,0.00,MANUAL,,0,26,0.00000,false,160656295,MERCHANT,APPROVED,
474318363,565.00,APPROVE,2019-01-25 10:25:18.879000,false,2019-01-24 12:04:59.097000,,1993-03-16,TX,Victoria,77904,RENT,0,1,true,false,EN,false,WEEKLY,40.81,0.00,MANUAL,,0,52,,false,63626,MERCHANT,APPROVED,84.69
656072387,316.00,APPROVE,2019-01-24 11:29:09.990000,false,2019-01-24 10:08:51.756000,,1977-11-28,FL,Orlando,32821,RENT,0,2,true,false,ES,false,WEEKLY,23.89,0.00,MANUAL,,0,52,,false,490234079,SNAP_FINANCE_COM,APPROVED,53.94
345888141,94.00,APPROVE,2019-01-25 10:30:59.024000,false,2019-01-24 09:38:06.667000,2019-01-24 09:37:53.031000,1988-06-25,TX,Houston,77034,RENT,5,0,true,false,EN,false,WEEKLY,12.68,0.00,MANUAL,,0,52,0.00000,false,314534539,INTERNET,APPROVED,
407972927,87.00,APPROVE,2019-01-25 10:32:07.662000,false,2019-01-25 09:44:13.002000,2019-01-25 09:42:49.115000,1993-06-26,TN,Chattanooga,37404,OWN,0,6,true,false,EN,false,BI_WEEKLY,86.11,0.00,MANUAL,,0,26,0.00000,false,365113388,SMS,APPROVED,
386476707,622.00,APPROVE,2019-01-25 11:14:10.474000,false,2019-01-24 12:11:09.240000,,1996-10-09,WA,Hoquiam,98550,RENT,0,1,false,false,EN,false,MONTHLY_WEEK,183.76,0.00,MANUAL,,0,52,0.00000,false,359098313,MERCHANT,APPROVED,
479395323,625.00,APPROVE,2019-01-25 11:46:02.478000,false,2019-01-24 11:06:56.799000,2019-01-24 11:06:56.282000,1969-03-16,MS,Aberdeen,39730,OWN,0,1,true,false,EN,false,BI_WEEKLY,142.72,0.00,MANUAL,,0,52,,false,198748955,MERCHANT,APPROVED,74.07
546600274,166.00,APPROVE,2019-01-29 12:01:55.966000,false,2019-01-29 09:37:41.980000,,1983-04-17,NV,Las Vegas,89122,OWN,3,1,true,false,ES,false,MONTHLY,60.23,0.00,MANUAL,,0,26,,false,481612739,MERCHANT,APPROVED,37.50
346878609,16.00,APPROVE,2019-01-29 12:36:56.489000,false,2019-01-25 09:17:39.080000,,1996-11-04,CA,Yuba City,95991,RENT,0,1,true,false,EN,false,WEEKLY,10.13,0.00,MANUAL,,0,52,0.00000,false,152285837,MERCHANT,APPROVED,
451449731,379.00,APPROVE,2019-01-29 13:20:07.461000,false,2019-01-29 09:22:20.521000,,1996-04-14,FL,Tampa,33612,RENT,2,0,true,false,EN,false,SEMI_MONTHLY,134.37,0.00,MANUAL,,0,24,0.00000,false,179837981,MERCHANT,APPROVED,
468197183,150.00,APPROVE,2019-01-29 13:41:46.163000,false,2019-01-29 13:27:39.327000,2019-01-29 13:22:15.870000,1979-05-29,GA,Riverdale,30274,RENT,1,0,true,false,EN,false,BI_WEEKLY,42.69,0.00,MANUAL,,0,26,,false,1184004,MERCHANT,APPROVED,
630007785,296.00,APPROVE,2019-01-29 14:04:46.492000,false,2019-01-29 13:32:19.027000,,1964-10-28,TX,Fulshear,77441,RENT,0,6,true,false,EN,false,BI_WEEKLY,48.45,0.00,MANUAL,,0,12,,false,73169200,INTERNET,APPROVED,228.25
269605722,675.00,APPROVE,2019-01-25 12:13:19.242000,false,2019-01-25 11:55:55.756000,2019-01-25 11:51:45.800000,1993-08-13,CA,Stratford,93266,OWN,0,6,false,false,EN,false,BI_WEEKLY,101.17,0.00,CARD,,0,26,0.00000,false,94025826,MERCHANT,APPROVED,
416629302,119.00,APPROVE,2019-01-24 12:11:56.231000,false,2019-01-24 12:08:49.865000,2019-01-24 12:06:59.186000,1977-09-27,OH,Cleveland,44125,RENT,0,2,false,false,EN,false,SEMI_MONTHLY,49.59,0.00,MANUAL,,0,24,0.00000,false,244361556,SMS,APPROVED,
371921414,67.00,APPROVE,2019-01-25 12:24:49.124000,false,2019-01-25 09:20:56.359000,2019-01-25 09:15:57.102000,1992-08-17,AZ,Tucson,85741,RENT,1,0,false,false,EN,false,BI_WEEKLY,69.62,0.00,MANUAL,,0,26,0.00000,false,42949498,MERCHANT,APPROVED,
368023903,130.00,APPROVE,2019-01-29 14:51:36.484000,false,2019-01-28 12:37:58.153000,2019-01-28 12:33:43.111000,1978-01-25,CT,Wolcott,06716,RENT,0,2,true,false,EN,false,WEEKLY,25.00,0.00,MANUAL,,0,52,0.00000,false,308381976,MERCHANT,APPROVED,
498440421,166.00,APPROVE,2019-01-29 14:52:57.494000,false,2019-01-25 09:40:54.719000,2019-01-25 09:39:41.113000,1962-05-01,NY,Hicksville,11801,RENT,0,2,false,false,ES,false,WEEKLY,124.45,0.00,MANUAL,,0,26,,false,393193994,MERCHANT,APPROVED,98.00
376208970,171.00,APPROVE,2019-01-25 12:38:30.063000,false,2019-01-25 12:00:47.804000,,1968-06-27,GA,Lithonia,30058,RENT,0,5,true,false,EN,false,SEMI_MONTHLY,238.35,0.00,MANUAL,,0,52,0.00000,false,338064300,MERCHANT,APPROVED,
364939391,290.00,APPROVE,2019-01-29 15:10:02.864000,false,2019-01-29 13:11:32.821000,2019-01-29 13:08:50.374000,1992-06-17,MD,Middle River,21220,RENT,0,3,true,false,EN,false,BI_WEEKLY,95.51,0.00,MANUAL,,0,26,0.00000,false,320618804,MERCHANT,APPROVED,
429309616,176.00,APPROVE,2019-01-24 12:19:41.867000,false,2019-01-24 12:17:54.524000,2019-01-24 12:13:21.586000,1989-07-24,TX,Houston,77034,RENT,1,0,true,false,EN,false,MONTHLY,109.39,0.00,MANUAL,,0,26,0.00000,false,2889501,MERCHANT,APPROVED,
627216630,478.00,APPROVE,2019-01-29 15:10:22.057000,false,2019-01-29 14:42:48.640000,2019-01-29 14:39:13.264000,1983-09-12,CA,Brawley,92227,RENT,2,0,true,false,EN,false,SEMI_MONTHLY,77.04,0.00,MANUAL,,0,24,,false,11568009,MERCHANT,APPROVED,131.33
413277221,201.00,APPROVE,2019-01-25 12:39:21.164000,false,2019-01-25 11:50:12.722000,2019-01-25 11:48:11.278000,1976-12-15,NY,Brooklyn,11236,RENT,0,6,true,false,EN,false,BI_WEEKLY,145.16,0.00,MANUAL,,0,26,0.00000,false,318020503,MERCHANT,APPROVED,
415102103,151.00,APPROVE,2019-01-25 12:44:58.697000,false,2019-01-24 13:21:06.313000,2019-01-24 13:18:54.779000,1985-01-12,CA,Victorville,92395,RENT,0,1,true,false,EN,false,BI_WEEKLY,90.37,0.00,MANUAL,,0,26,0.00000,false,40715813,MERCHANT,APPROVED,
626962001,274.00,APPROVE,2019-01-24 12:59:59.345000,false,2019-01-24 12:46:23.073000,2019-01-24 12:42:15.286000,1998-06-01,FL,Miami,33173,RENT,6,1,true,false,EN,false,WEEKLY,23.86,0.00,MANUAL,,0,52,,false,902796,MERCHANT,APPROVED,62.70
559094449,704.00,APPROVE,2019-01-25 12:53:22.519000,false,2019-01-25 09:41:41.300000,2019-01-25 09:39:54.068000,1986-04-15,CA,Guadalupe,93434,RENT,8,4,true,false,EN,false,MONTHLY,221.04,0.00,MANUAL,,0,52,,false,490232793,MERCHANT,APPROVED,94.86
501029600,902.00,APPROVE,2019-01-29 15:11:19.865000,false,2019-01-29 14:36:41.042000,2019-01-29 14:35:24.550000,1992-09-28,TX,Tomball,77375,RENT,3,5,true,false,EN,false,SEMI_MONTHLY,123.36,0.00,MANUAL,,0,24,,false,454648592,INTERNET,APPROVED,112.75
417413652,34.00,APPROVE,2019-01-24 13:23:12.939000,false,,2019-01-24 11:07:18.933000,1978-02-25,AL,Montgomery,36104,RENT,0,6,true,false,EN,false,BI_WEEKLY,22.34,0.00,MANUAL,,0,26,0.00000,false,152285837,MERCHANT,APPROVED,
389118846,204.00,APPROVE,2019-01-29 15:14:49.180000,false,2019-01-28 12:16:50.473000,,1955-12-06,CO,Aurora,80011,RENT,0,5,true,false,EN,false,WEEKLY,56.83,0.00,MANUAL,,0,52,0.00000,false,1184671,SNAP_FINANCE_COM,APPROVED,
381842332,40.00,APPROVE,2019-01-25 14:30:11.012000,false,2019-01-25 12:00:59.415000,2019-01-25 11:55:14.230000,1985-10-10,WA,Tacoma,98408,OWN,0,6,true,false,EN,false,SEMI_MONTHLY,18.39,0.00,MANUAL,,0,24,0.00000,false,152285837,MERCHANT,APPROVED,
340636123,1434.00,APPROVE,2019-01-24 13:55:07.698000,false,2019-01-24 12:16:52.405000,2019-01-24 12:12:32.446000,1972-08-28,MD,Baltimore,21229,RENT,10,5,true,false,EN,false,BI_WEEKLY,207.31,0.00,CARD,,0,26,0.00000,false,1719993,MERCHANT,APPROVED,
130380505,1011.00,APPROVE,2019-01-25 14:47:18.745000,false,2019-01-25 11:54:03.525000,,1966-01-03,CA,Whittier,90605,RENT,9,16,true,false,EN,false,BI_WEEKLY,177.09,0.00,MANUAL,,0,26,0.00000,false,1419573,MERCHANT,APPROVED,
625884619,1089.00,APPROVE,2019-01-25 15:58:26.756000,false,2019-01-25 09:45:00.722000,2019-01-25 09:43:46.765000,1997-09-30,TX,Alamo,78516,OWN,0,3,true,false,EN,false,WEEKLY,69.52,0.00,MANUAL,,0,52,,false,477942032,MERCHANT,APPROVED,112.08
353867941,1218.00,APPROVE,2019-01-29 15:17:58.221000,false,2019-01-29 13:16:05.667000,2019-01-29 13:12:36.949000,1998-05-10,TX,Houston,77037,OWN,11,6,false,false,EN,false,BI_WEEKLY,241.82,0.00,MANUAL,,0,26,0.00000,false,328619218,MERCHANT,APPROVED,
238223523,840.00,APPROVE,2019-01-29 15:18:32.551000,false,2019-01-29 14:20:04.495000,2019-01-29 14:16:12.731000,1980-03-25,CA,Redwood City,94061,RENT,0,6,true,false,EN,false,SEMI_MONTHLY,193.65,0.00,MANUAL,,0,24,0.00000,false,138906045,INTERNET,APPROVED,
412160647,932.00,APPROVE,2019-01-24 14:44:08.141000,false,2019-01-24 11:36:56.205000,,1981-04-10,TX,Houston,77027,RENT,1,2,false,false,EN,false,MONTHLY,263.72,0.00,MANUAL,,0,52,0.00000,false,10533144,INTERNET,APPROVED,
543788784,1818.00,APPROVE,2019-01-29 15:21:30.390000,false,2019-01-29 14:22:56.898000,,1987-03-18,MD,Baltimore,21225,RENT,0,3,true,false,EN,false,BI_WEEKLY,164.93,0.00,MANUAL,,0,26,,false,380429740,MERCHANT,APPROVED,148.75
327824271,214.00,APPROVE,2019-01-29 15:45:44.719000,false,2019-01-28 10:43:53.620000,2019-01-28 10:41:42.675000,1950-09-21,ID,Meridian,83642,RENT,10,0,true,false,EN,false,MONTHLY,183.92,0.00,MANUAL,,0,24,0.00000,false,285419800,MERCHANT,APPROVED,
67449751,86.00,APPROVE,2019-01-25 17:18:14.429000,false,2019-01-24 10:18:36.716000,,1991-10-09,KS,Salina,67401,RENT,0,15,true,false,EN,false,BI_WEEKLY,21.41,0.00,MANUAL,,0,26,0.00000,false,32440270,MERCHANT,APPROVED,
382742115,15.00,APPROVE,2019-01-25 17:53:23.175000,false,2019-01-25 13:34:31.785000,2019-01-25 13:34:21.226000,1990-08-14,NV,Las Vegas,89129,RENT,0,6,true,false,EN,false,BI_WEEKLY,28.82,0.00,CARD,,0,26,0.00000,false,140277857,MERCHANT,APPROVED,
644593952,234.00,APPROVE,2019-01-24 14:53:05.307000,false,2019-01-24 10:21:32.621000,2019-01-24 10:15:50.105000,1990-12-05,WA,Marysville,98270,OWN,0,2,false,false,EN,false,BI_WEEKLY,35.21,0.00,MANUAL,,0,26,,false,341583272,MERCHANT,APPROVED,210.25
339224425,260.00,APPROVE,2019-01-29 16:28:00.799000,false,2019-01-29 14:15:48.017000,2019-01-29 14:13:59.867000,1995-09-23,TX,Socorro,79927,RENT,0,6,true,false,EN,false,BI_WEEKLY,35.73,0.00,MANUAL,,0,26,0.00000,false,326361227,MERCHANT,APPROVED,
501483378,640.00,APPROVE,2019-01-29 17:03:49.956000,false,2019-01-29 13:23:03.267000,,1981-05-27,TX,Arlington,76016,RENT,0,2,false,false,EN,false,MONTHLY,326.70,0.00,MANUAL,,0,12,,false,828650,MERCHANT,APPROVED,256.63
436337604,221.00,APPROVE,2019-01-24 15:41:29.221000,false,2019-01-24 10:14:36.793000,2019-01-24 10:11:27.873000,1982-04-16,TX,Cibolo,78108,RENT,1,1,true,false,EN,false,BI_WEEKLY,83.98,0.00,MANUAL,,0,26,0.00000,false,198605784,MERCHANT,APPROVED,
425468831,253.00,APPROVE,2019-01-29 17:13:36.869000,false,2019-01-29 13:29:06.776000,2019-01-29 13:24:44.373000,1969-12-10,UT,West Valley City,84119,RENT,0,6,true,false,ES,false,WEEKLY,24.27,0.00,MANUAL,,0,52,0.00000,false,352491757,SNAP_FINANCE_COM,APPROVED,
420829661,100.00,APPROVE,2019-01-26 13:13:06.547000,false,2019-01-24 10:38:11.760000,2019-01-24 10:35:53.163000,1957-02-21,CO,Northglenn,80234,RENT,0,2,false,false,EN,false,SEMI_MONTHLY,117.74,0.00,MANUAL,,0,24,0.00000,false,1184642,SNAP_FINANCE_COM,APPROVED,
322378466,546.00,APPROVE,2019-01-24 15:41:37.161000,false,2019-01-24 11:12:56.097000,2019-01-24 11:11:26.094000,1985-01-31,OK,Oklahoma City,73120,RENT,3,2,true,false,EN,false,BI_WEEKLY,120.24,0.00,MANUAL,,0,26,0.00000,false,7841284,MERCHANT,APPROVED,
302294595,71.00,APPROVE,2019-01-29 18:51:40.547000,false,2019-01-25 09:19:33.103000,2019-01-25 09:15:37.540000,1989-06-07,TX,Weatherford,76087,OWN,2,0,true,false,EN,false,BI_WEEKLY,55.38,0.00,MANUAL,,0,26,0.00000,false,262527912,MERCHANT,APPROVED,
403344972,230.00,APPROVE,2019-01-24 17:07:02.783000,false,,2019-01-24 10:05:36.117000,1959-06-05,CO,Canon City,81212,RENT,5,1,true,false,EN,false,SEMI_MONTHLY,87.62,0.00,MANUAL,,0,24,0.00000,false,43400774,MERCHANT,APPROVED,
355939340,662.00,APPROVE,2019-01-29 18:53:47.211000,false,2019-01-29 09:44:29.241000,2019-01-29 09:39:01.702000,1973-09-14,CA,Lancaster,93535,RENT,0,3,true,false,EN,false,SEMI_MONTHLY,100.84,0.00,MANUAL,,0,24,0.00000,false,96623608,MERCHANT,APPROVED,
446668496,585.00,APPROVE,2019-01-30 08:08:15.789000,false,2019-01-28 11:27:09.196000,2019-01-28 11:26:50.700000,1973-10-04,FL,Miramar,33029,RENT,1,0,true,false,EN,false,MONTHLY,292.21,0.00,MANUAL,,0,26,0.00000,false,10533176,MERCHANT,APPROVED,
442002989,173.00,APPROVE,2019-01-28 09:06:24.558000,false,2019-01-25 09:35:26.868000,2019-01-25 09:35:01.375000,1976-01-28,AZ,Phoenix,85033,RENT,0,1,true,false,EN,false,BI_WEEKLY,115.79,0.00,MANUAL,,0,26,0.00000,false,112805254,MERCHANT,APPROVED,
525106627,455.00,APPROVE,2019-01-24 17:15:58.628000,false,2019-01-24 12:43:15.780000,2019-01-24 12:40:01.344000,1991-08-01,TX,Houston,77075,OWN,0,6,false,false,EN,false,BI_WEEKLY,118.91,0.00,MANUAL,,0,26,,false,418621597,MERCHANT,APPROVED,109.75
480494514,266.00,APPROVE,2019-01-28 09:28:28.570000,false,2019-01-25 09:24:03.055000,2019-01-25 09:20:15.998000,1957-04-04,FL,Orlando,32807,RENT,0,4,true,false,EN,false,MONTHLY,113.88,0.00,MANUAL,,0,12,,false,549759,MERCHANT,APPROVED,103.70
439142583,142.00,APPROVE,2019-01-28 10:17:23.732000,false,2019-01-28 09:32:46.461000,2019-01-28 09:32:47.055000,1974-01-26,TX,San Antonio,78227,OWN,11,6,true,false,EN,false,BI_WEEKLY,141.06,0.00,MANUAL,,0,26,0.00000,false,136598720,MERCHANT,APPROVED,
462527502,373.00,APPROVE,2019-01-30 08:22:17.964000,false,2019-01-29 14:25:41.843000,2019-01-29 14:21:41.090000,1995-12-09,TX,Mcallen,78503,OWN,11,6,true,false,EN,false,WEEKLY,68.48,0.00,MANUAL,,0,52,,false,97133863,MERCHANT,APPROVED,
367479856,401.00,APPROVE,2019-01-30 08:30:07.675000,false,2019-01-28 10:13:05.097000,2019-01-28 10:12:31.858000,1998-06-12,TX,Denton,76201,OWN,10,5,true,false,EN,false,WEEKLY,95.39,0.00,MANUAL,,0,52,0.00000,false,239346888,MERCHANT,APPROVED,
401704830,48.00,APPROVE,2019-01-31 18:55:30.645000,false,2019-01-24 10:36:02.053000,2019-01-24 10:34:47.855000,1981-04-30,CA,Vista,92081,RENT,1,1,false,false,EN,false,BI_WEEKLY,42.27,0.00,MANUAL,,0,26,0.00000,false,338101777,MERCHANT,APPROVED,
548963972,263.00,APPROVE,2019-01-30 08:39:43.453000,false,2019-01-28 11:12:08.723000,,1985-11-12,MD,Glenarden,20706,RENT,0,3,true,false,EN,false,MONTHLY,129.19,0.00,ACH,,0,12,,false,314743304,MERCHANT,APPROVED,118.38
441059361,51.00,APPROVE,2019-01-30 10:17:43.361000,false,2019-01-30 10:08:12.224000,2019-01-30 10:07:25.349000,1978-01-29,TX,Houston,77048,RENT,6,1,true,false,EN,false,SEMI_MONTHLY,31.66,0.00,MANUAL,,0,24,0.00000,false,10533007,MERCHANT,APPROVED,
369452818,433.00,APPROVE,2019-01-28 11:08:03.433000,false,2019-01-24 12:17:37.926000,,1992-04-23,TX,Houston,77015,RENT,0,6,true,false,EN,false,BI_WEEKLY,87.48,0.00,MANUAL,,0,26,0.00000,false,17664529,MERCHANT,APPROVED,
631841119,998.00,APPROVE,2019-01-28 12:07:01.066000,false,2019-01-28 10:13:46.586000,,1988-11-17,TX,Houston,77059,OWN,0,4,true,false,EN,false,BI_WEEKLY,141.92,0.00,MANUAL,,0,26,,false,490232039,SMS,APPROVED,118.95
614013654,140.00,APPROVE,2019-01-31 19:25:05.927000,false,2019-01-28 09:53:27.757000,,1958-07-30,FL,Miami,33183,RENT,11,6,false,false,ES,false,MONTHLY,44.78,0.00,MANUAL,,0,12,,false,1091319,MERCHANT,APPROVED,487.55
484201791,684.00,APPROVE,2019-01-28 12:11:43.465000,false,2019-01-28 09:56:10.890000,2019-01-28 09:54:05.416000,1992-07-22,TX,Nederland,77627,RENT,7,0,true,false,EN,false,WEEKLY,69.57,0.00,MANUAL,,0,52,,false,17664529,SMS,APPROVED,52.73
397297077,522.00,APPROVE,2019-01-28 12:20:04.996000,false,2019-01-28 11:27:06.552000,2019-01-28 11:26:32.619000,1998-04-20,CA,Ontario,91764,RENT,0,6,false,false,EN,false,WEEKLY,30.21,0.00,MANUAL,,0,52,0.00000,false,285851600,SNAP_FINANCE_COM,APPROVED,
156779434,1223.00,APPROVE,2019-01-30 10:24:59.731000,false,2019-01-30 10:17:20.979000,2019-01-30 10:13:56.745000,1986-04-19,GA,Riverdale,30296,RENT,3,2,true,false,EN,false,WEEKLY,101.19,0.00,CARD,,0,52,0.00000,false,102141512,MERCHANT,APPROVED,
594293775,620.00,APPROVE,2019-01-30 10:58:20.310000,false,2019-01-30 09:48:54.113000,,1970-12-12,TX,Gatesville,76528,RENT,0,3,true,false,EN,false,MONTHLY,170.99,0.00,ACH,,0,12,,false,1333959,SNAP_FINANCE_COM,APPROVED,161.19
629585954,322.00,APPROVE,2019-02-01 07:07:27.315000,false,2019-01-30 14:13:22.483000,,1958-01-08,NV,Las Vegas,89166,OWN,0,1,true,false,EN,false,BI_WEEKLY,43.04,0.00,MANUAL,,0,26,,false,186117143,MERCHANT,APPROVED,113.55
452340948,175.00,APPROVE,2019-01-30 10:59:15.003000,false,2019-01-24 10:20:13.439000,,1989-09-15,UT,Snowville,84336,OWN,3,1,true,false,EN,false,BI_WEEKLY,65.94,0.00,MANUAL,,0,26,0.00000,false,6330,MERCHANT,APPROVED,
391080096,230.00,APPROVE,2019-01-30 11:08:02.401000,false,2019-01-30 09:14:17.203000,,1996-02-15,NM,Anthony,88021,RENT,9,4,true,false,EN,false,SEMI_MONTHLY,29.79,0.00,MANUAL,,0,24,0.00000,false,329849541,MERCHANT,APPROVED,
1637036,401.00,APPROVE,2019-01-28 12:27:15.346000,false,2019-01-28 09:41:20.018000,,1986-11-27,NV,Las Vegas,89118,RENT,6,0,true,false,EN,false,WEEKLY,30.75,0.00,MANUAL,,0,52,0.00000,true,529430,MERCHANT,APPROVED_WITH_CONDITIONS,
426001022,55.00,APPROVE,2019-01-28 12:51:15.103000,false,2019-01-28 12:15:57.431000,2019-01-28 12:12:41.277000,1962-05-15,CA,San Dimas,91773,RENT,2,3,true,false,EN,false,MONTHLY_WEEK,109.00,0.00,MANUAL,,0,12,0.00000,false,128187,MERCHANT,APPROVED,
590878328,1137.00,APPROVE,2019-02-01 07:18:48.455000,false,2019-01-28 12:08:03.463000,2019-01-28 12:06:49.273000,1991-07-18,NY,South Ozone Park,11420,OWN,4,0,false,false,EN,false,MONTHLY,345.00,0.00,MANUAL,,0,52,,false,94337863,SMS,APPROVED,112.50
